"Rank";"Startnumber";"Firstname";"Surname";"Gender";"Nat";"Club";"Race";"Class";"Total Time";"Diff Winner";"TimeOfDay";"City";"Penalty"
"8";"1";"Henrik";"Labée-Lund";"M";"NOR";"Oslo Skiskytterlag";"NC Fellesstart Senior, 10.01.2016";"M Senior";"47:31.5";"1:16.2";"2016-01-10T09:47:31.5000000";"";""
"9";"2";"Martin";"Femsteinevik";"M";"NOR";"Hålandsdal IL / Team Glalaks";"NC Fellesstart Senior, 10.01.2016";"M Senior";"47:33.9";"1:18.6";"2016-01-10T09:47:33.9000000";"";""
"10";"15";"Marius";"HAUGUM";"M";"NOR";"Bærums Skiklub / Team Holmenkollen";"NC Fellesstart Senior, 10.01.2016";"M Senior";"47:43.0";"1:27.7";"2016-01-10T09:47:43.0000000";"";""
"11";"20";"Vemund Ravnsborg";"Gurigard";"M";"NOR";"Vingrom IL";"NC Fellesstart Senior, 10.01.2016";"M Senior";"47:54.5";"1:39.2";"2016-01-10T09:47:54.5000000";"";""
"12";"30";"Amund Hoff";"Thomassen";"M";"NOR";"Sauda Skiskytterlag";"NC Fellesstart Senior, 10.01.2016";"M Senior";"47:57.9";"1:42.6";"2016-01-10T09:47:57.9000000";"";""
"13";"31";"Ole Kristian";"Frydenlund";"M";"NOR";"Mjøsski / Team Natrudstilen";"NC Fellesstart Senior, 10.01.2016";"M Senior";"47:58.1";"1:42.8";"2016-01-10T09:49:28.1000000";"";""
"14";"17";"Andreas";"Kvam";"M";"NOR";"Meldal IL / Team Statkraft Innlandet";"NC Fellesstart Senior, 10.01.2016";"M Senior";"47:58.7";"1:43.4";"2016-01-10T09:47:58.7000000";"";""
"15";"38";"Anders";"HELDAL";"M";"NOR";"Bødalen IF / Sirdal Ski Skiskyting";"NC Fellesstart Senior, 10.01.2016";"M Senior";"48:10.0";"1:54.7";"2016-01-10T09:49:40.0000000";"";""
"16";"9";"Øystein";"Ulekleiv";"M";"NOR";"Dombås IL";"NC Fellesstart Senior, 10.01.2016";"M Senior";"48:22.6";"2:07.3";"2016-01-10T09:48:22.6000000";"";""
"17";"13";"Thomas";"Fenne";"M";"NOR";"Voss Skiskytterlag / Team Glalaks";"NC Fellesstart Senior, 10.01.2016";"M Senior";"48:23.9";"2:08.6";"2016-01-10T09:48:23.9000000";"";""
"18";"5";"Ole Martin";"Erdal";"M";"NOR";"Førde IL / Team Statkraft Innlandet";"NC Fellesstart Senior, 10.01.2016";"M Senior";"48:26.3";"2:11.0";"2016-01-10T09:48:26.3000000";"";""
"19";"14";"Henrik Sagosen";"SMEBY";"M";"NOR";"";"NC Fellesstart Senior, 10.01.2016";"M Senior";"48:28.1";"2:12.8";"2016-01-10T09:48:28.1000000";"";""
"20";"16";"Tommi";"Luchsinger";"M";"NOR";"IL Bevern";"NC Fellesstart Senior, 10.01.2016";"M Senior";"48:28.6";"2:13.3";"2016-01-10T09:48:28.6000000";"";""
"21";"27";"Tommy";"GROETTE";"M";"NOR";"Trondhjems Skiskyttere / Team Statkraft Innlandet";"NC Fellesstart Senior, 10.01.2016";"M Senior";"48:30.9";"2:15.6";"2016-01-10T09:48:30.9000000";"";""
"22";"25";"Thomas Berge";"FOYN";"M";"NOR";"Bærums Skiklub / Team Holmenkollen";"NC Fellesstart Senior, 10.01.2016";"M Senior";"48:39.6";"2:24.3";"2016-01-10T09:48:39.6000000";"";""
"23";"35";"Jarle Midthjell";"Gjørven";"M";"NOR";"Markane IL / Team Statkraft Innlandet";"NC Fellesstart Senior, 10.01.2016";"M Senior";"48:56.2";"2:40.9";"2016-01-10T09:50:26.2000000";"";""
"24";"58";"Espen Tronsmo";"Sonflå";"M";"NOR";"Meråker Skiskytterklubb / Team Skistua Hemsedal";"NC Fellesstart Senior, 10.01.2016";"M Senior";"49:15.5";"3:00.2";"2016-01-10T09:50:45.5000000";"";""
"25";"4";"Håkon";"Svaland";"M";"NOR";"Birkenes IL / Team Mesterbakeren";"NC Fellesstart Senior, 10.01.2016";"M Senior";"49:16.6";"3:01.3";"2016-01-10T09:49:16.6000000";"";""
"26";"37";"Sondre Kvikne";"DOTTERUD";"M";"NOR";"Vingrom IL / Team Bardøla";"NC Fellesstart Senior, 10.01.2016";"M Senior";"49:25.5";"3:10.2";"2016-01-10T09:50:55.5000000";"";""
"27";"60";"Cristofer";"Eriksson";"M";"SWE";"";"NC Fellesstart Senior, 10.01.2016";"M Senior";"49:26.6";"3:11.3";"2016-01-10T09:50:56.6000000";"";""
"28";"6";"Aslak";"Nenseter";"M";"NOR";"Bø Skiskyttarlag / Team Statkraft Innlandet";"NC Fellesstart Senior, 10.01.2016";"M Senior";"49:30.8";"3:15.5";"2016-01-10T09:49:30.8000000";"";""
"29";"19";"Marius Norø";"Ingebrigtsen";"M";"NOR";"Tromsø Skiskytterlag / Team Statkraft Innlandet";"NC Fellesstart Senior, 10.01.2016";"M Senior";"49:31.6";"3:16.3";"2016-01-10T09:49:31.6000000";"";""
"30";"28";"Øystein";"Solligård";"M";"NOR";"Orkdal IL / Team Statkraft Midt-Norge";"NC Fellesstart Senior, 10.01.2016";"M Senior";"49:32.4";"3:17.1";"2016-01-10T09:49:32.4000000";"";""
"31";"22";"Aasmund Kjøllmoen";"Steien";"M";"NOR";"Folldal IF / Team Statkraft Innlandet";"NC Fellesstart Senior, 10.01.2016";"M Senior";"49:52.8";"3:37.5";"2016-01-10T09:49:52.8000000";"";""
"32";"39";"Håvard";"Nymoen";"M";"NOR";"Vik IL / Team Statkraft Midt-Norge";"NC Fellesstart Senior, 10.01.2016";"M Senior";"49:59.1";"3:43.8";"2016-01-10T09:51:29.1000000";"";""
"33";"51";"Håkon Sørbøen";"Larsen";"M";"NOR";"Ål Skiskyttarlag / Team Statkraft Innlandet";"NC Fellesstart Senior, 10.01.2016";"M Senior";"50:03.9";"3:48.6";"2016-01-10T09:51:33.9000000";"";""
"34";"26";"Vegard";"Skinnes";"M";"NOR";"Simostranda IL";"NC Fellesstart Senior, 10.01.2016";"M Senior";"50:08.6";"3:53.3";"2016-01-10T09:50:08.6000000";"";""
"35";"52";"Joar Grov";"Turvoll";"M";"NOR";"Vik IL / Team Glalaks";"NC Fellesstart Senior, 10.01.2016";"M Senior";"50:23.1";"4:07.8";"2016-01-10T09:51:53.1000000";"";""
"36";"41";"Sondre Eriksen";"Hensema";"M";"NOR";"Bødalen IF / Team Statkraft Oslofjord";"NC Fellesstart Senior, 10.01.2016";"M Senior";"50:24.4";"4:09.1";"2016-01-10T09:51:54.4000000";"";""
"37";"32";"Simon Ågheim";"Kalkenberg";"M";"NOR";"Skonseng UL";"NC Fellesstart Senior, 10.01.2016";"M Senior";"50:24.6";"4:09.3";"2016-01-10T09:51:54.6000000";"";""
"38";"40";"Ole Johann Rødvik";"Kilskar";"M";"NOR";"Frol IL";"NC Fellesstart Senior, 10.01.2016";"M Senior";"50:33.7";"4:18.4";"2016-01-10T09:52:03.7000000";"";""
"39";"47";"Magnar Kne";"Galåen";"M";"NOR";"Røros IL";"NC Fellesstart Senior, 10.01.2016";"M Senior";"51:24.2";"5:08.9";"2016-01-10T09:52:54.2000000";"";""
"40";"46";"Per Buttingsrud";"Aas-Eng";"M";"NOR";"Vik IL";"NC Fellesstart Senior, 10.01.2016";"M Senior";"51:28.1";"5:12.8";"2016-01-10T09:52:58.1000000";"";""
"41";"59";"Lücien";"Sloof";"M";"SWE";"";"NC Fellesstart Senior, 10.01.2016";"M Senior";"51:47.8";"5:32.5";"2016-01-10T09:53:17.8000000";"";""
"42";"33";"Syver";"Nygård";"M";"NOR";"Byåsen Skiskytterlag";"NC Fellesstart Senior, 10.01.2016";"M Senior";"52:01.3";"5:46.0";"2016-01-10T09:53:31.3000000";"";""
"43";"36";"Håkon";"Steimler";"M";"NOR";"Hernes IL / Team Natrudstilen";"NC Fellesstart Senior, 10.01.2016";"M Senior";"52:05.1";"5:49.8";"2016-01-10T09:53:35.1000000";"";""
"44";"44";"Eirik";"FINNE";"M";"NOR";"Viking, TIF / Team Glalaks";"NC Fellesstart Senior, 10.01.2016";"M Senior";"52:28.2";"6:12.9";"2016-01-10T09:53:58.2000000";"";""
"45";"53";"Sigurd";"HOV";"M";"NOR";"Svene IL / Team Natrudstilen";"NC Fellesstart Senior, 10.01.2016";"M Senior";"52:38.9";"6:23.6";"2016-01-10T09:54:08.9000000";"";""
"46";"45";"Eskil";"Fladsrud";"M";"NOR";"Østre Toten Skilag";"NC Fellesstart Senior, 10.01.2016";"M Senior";"53:05.4";"6:50.1";"2016-01-10T09:54:35.4000000";"";""
"47";"55";"Nils Christian";"Aabel";"M";"NOR";"Birkenes IL / Sirdal Ski Skiskyting";"NC Fellesstart Senior, 10.01.2016";"M Senior";"53:10.9";"6:55.6";"2016-01-10T09:54:40.9000000";"";""
"48";"54";"Elias Schirmer";"Raphael";"M";"NOR";"Meråker Skiskytterklubb";"NC Fellesstart Senior, 10.01.2016";"M Senior";"54:40.6";"8:25.3";"2016-01-10T09:56:10.6000000";"";""
"49";"34";"Eirik Dramdal";"Borge";"M";"NOR";"Svene IL";"NC Fellesstart Senior, 10.01.2016";"M Senior";"54:53.2";"8:37.9";"2016-01-10T09:56:23.2000000";"";""
"50";"43";"Stian";"JOHANSEN";"M";"NOR";"Mjøsski / Team Natrudstilen";"NC Fellesstart Senior, 10.01.2016";"M Senior";"0:00.0";"";"";"";""
"51";"57";"Thomas";"Netland";"M";"NOR";"Hålandsdal IL";"NC Fellesstart Senior, 10.01.2016";"M Senior";"0:00.0";"";"";"";""
"52";"49";"Håkon Hoff";"Thomassen";"M";"NOR";"Sauda Skiskytterlag";"NC Fellesstart Senior, 10.01.2016";"M Senior";"0:00.0";"";"";"";""
"53";"42";"Kolbjørn";"Ulvund";"M";"NOR";"Eldar IL / Team Glalaks";"NC Fellesstart Senior, 10.01.2016";"M Senior";"0:00.0";"";"";"";""
"1";"64";"Ole Andreas";"Flotten";"M";"NOR";"Oppdal IL / Team Bardøla";"NC Fellesstart Senior, 10.01.2016";"M20-21";"39:51.9";"0:00.0";"2016-01-10T10:24:51.9000000";"";""
"2";"66";"Sindre";"Pettersen";"M";"NOR";"Nittedal Skiskytterlag";"NC Fellesstart Senior, 10.01.2016";"M20-21";"39:57.8";"0:05.9";"2016-01-10T10:24:57.8000000";"";""
"3";"61";"Isak Flo";"Bødal";"M";"NOR";"Stårheim IL";"NC Fellesstart Senior, 10.01.2016";"M20-21";"40:04.3";"0:12.4";"2016-01-10T10:25:04.3000000";"";""
"4";"65";"Kristoffer";"Jonsson";"M";"NOR";"Vingrom IL / Team Bardøla";"NC Fellesstart Senior, 10.01.2016";"M20-21";"40:06.4";"0:14.5";"2016-01-10T10:25:06.4000000";"";""
"5";"75";"Arild";"Fosse";"M";"NOR";"Voss Skiskytterlag / Team Glalaks";"NC Fellesstart Senior, 10.01.2016";"M20-21";"40:25.1";"0:33.2";"2016-01-10T10:25:25.1000000";"";""
"6";"62";"Lars Gunnar";"Skjevdal";"M";"NOR";"Røros IL";"NC Fellesstart Senior, 10.01.2016";"M20-21";"40:52.8";"1:00.9";"2016-01-10T10:25:52.8000000";"";""
"7";"87";"Anders Brekke";"Nilsen";"M";"NOR";"IL Bevern / Sirdal Ski Skiskyting";"NC Fellesstart Senior, 10.01.2016";"M20-21";"40:55.1";"1:03.2";"2016-01-10T10:25:55.1000000";"";""
"8";"80";"Brage Malm";"MONSTAD";"M";"NOR";"Lier IL";"NC Fellesstart Senior, 10.01.2016";"M20-21";"40:55.5";"1:03.6";"2016-01-10T10:25:55.5000000";"";""
"9";"68";"Sindre Fjellheim";"Jorde";"M";"NOR";"Asker SK / Team Holmenkollen";"NC Fellesstart Senior, 10.01.2016";"M20-21";"40:58.6";"1:06.7";"2016-01-10T10:25:58.6000000";"";""
"10";"67";"Georg Noer";"Dotzler";"M";"NOR";"Fossum IF / Team Statkraft Oslofjord";"NC Fellesstart Senior, 10.01.2016";"M20-21";"41:07.5";"1:15.6";"2016-01-10T10:26:07.5000000";"";""
"11";"91";"Tobias Eid";"Løvås";"M";"NOR";"Trondhjems Skiskyttere";"NC Fellesstart Senior, 10.01.2016";"M20-21";"41:18.1";"1:26.2";"2016-01-10T10:27:48.1000000";"";""
"12";"78";"Lars Aasheim";"Svaland";"M";"NOR";"Birkenes IL";"NC Fellesstart Senior, 10.01.2016";"M20-21";"41:26.3";"1:34.4";"2016-01-10T10:26:26.3000000";"";""
"13";"85";"Steinar";"Riksaasen";"M";"NOR";"Dombås IL";"NC Fellesstart Senior, 10.01.2016";"M20-21";"41:26.4";"1:34.5";"2016-01-10T10:26:26.4000000";"";""
"14";"94";"Vegard Bruem";"Reistad";"M";"NOR";"Stiklestad IL";"NC Fellesstart Senior, 10.01.2016";"M20-21";"41:50.7";"1:58.8";"2016-01-10T10:28:20.7000000";"";""
"15";"81";"Sondre";"BOLLUM";"M";"NOR";"Gjøvik SK / Team Skistua Hemsedal";"NC Fellesstart Senior, 10.01.2016";"M20-21";"42:12.2";"2:20.3";"2016-01-10T10:27:12.2000000";"";""
"16";"72";"Jon Nikolai Ims";"Skåland";"M";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"NC Fellesstart Senior, 10.01.2016";"M20-21";"42:12.9";"2:21.0";"2016-01-10T10:27:12.9000000";"";""
"17";"114";"Øystein";"Nordbotten";"M";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"NC Fellesstart Senior, 10.01.2016";"M20-21";"42:29.6";"2:37.7";"2016-01-10T10:28:59.6000000";"";""
"18";"63";"Anders Sommerstad";"Juveli";"M";"NOR";"Vingrom IL / Team Skistua Hemsedal";"NC Fellesstart Senior, 10.01.2016";"M20-21";"42:30.6";"2:38.7";"2016-01-10T10:27:30.6000000";"";""
"19";"71";"Amund";"Owren";"M";"NOR";"Vingrom IL / Team Skistua Hemsedal";"NC Fellesstart Senior, 10.01.2016";"M20-21";"42:30.7";"2:38.8";"2016-01-10T10:27:30.7000000";"";""
"20";"88";"Peder";"Hojem";"M";"NOR";"Stiklestad IL / Steinkjer Videregående Skole";"NC Fellesstart Senior, 10.01.2016";"M20-21";"42:33.1";"2:41.2";"2016-01-10T10:27:33.1000000";"";""
"21";"113";"Vetle";"Løchting";"M";"NOR";"Sørskogbygda IL / Team Natrudstilen";"NC Fellesstart Senior, 10.01.2016";"M20-21";"42:33.6";"2:41.7";"2016-01-10T10:29:03.6000000";"";""
"22";"69";"Thomas";"Storvik";"M";"NOR";"Bærums Skiklub / Team Statkraft Oslofjord";"NC Fellesstart Senior, 10.01.2016";"M20-21";"42:36.4";"2:44.5";"2016-01-10T10:27:36.4000000";"";""
"23";"110";"Mats";"ENGEN";"M";"NOR";"Tromsø Skiskytterlag";"NC Fellesstart Senior, 10.01.2016";"M20-21";"42:47.6";"2:55.7";"2016-01-10T10:29:17.6000000";"";""
"24";"97";"Steinar";"Valbø";"M";"NOR";"Drangedal Idrettslag / Team TeVe";"NC Fellesstart Senior, 10.01.2016";"M20-21";"42:55.4";"3:03.5";"2016-01-10T10:29:25.4000000";"";""
"25";"79";"Hogne Findal";"Skar";"M";"NOR";"Sannidal Idrettslag";"NC Fellesstart Senior, 10.01.2016";"M20-21";"43:03.3";"3:11.4";"2016-01-10T10:28:03.3000000";"";""
"26";"109";"Håvard Nøkleby";"Petterson";"M";"NOR";"Østre Toten Skilag";"NC Fellesstart Senior, 10.01.2016";"M20-21";"43:06.9";"3:15.0";"2016-01-10T10:29:36.9000000";"";""
"27";"98";"Robert";"Sircus";"M";"NOR";"Sirdal Skilag";"NC Fellesstart Senior, 10.01.2016";"M20-21";"43:07.3";"3:15.4";"2016-01-10T10:29:37.3000000";"";""
"28";"105";"Magnus";"Håkonsen";"M";"NOR";"Bø Skiskyttarlag / Team TeVe";"NC Fellesstart Senior, 10.01.2016";"M20-21";"43:17.0";"3:25.1";"2016-01-10T10:29:47.0000000";"";""
"29";"90";"Kristian Østberg";"Killingberg";"M";"";"Lier IL / NTG Geilo";"NC Fellesstart Senior, 10.01.2016";"M20-21";"43:18.6";"3:26.7";"2016-01-10T10:28:18.6000000";"";""
"30";"70";"Endre";"WOLD";"M";"NOR";"Vik IL / Team Glalaks";"NC Fellesstart Senior, 10.01.2016";"M20-21";"43:18.7";"3:26.8";"2016-01-10T10:28:18.7000000";"";""
"31";"124";"Jonatan";"FORSMAN";"M";"SWE";"";"NC Fellesstart Senior, 10.01.2016";"M20-21";"43:38.6";"3:46.7";"2016-01-10T10:30:08.6000000";"";""
"32";"122";"Espen";"Johnsen";"M";"NOR";"Knaben og Fjotland IL / Sirdal Ski Skiskyting";"NC Fellesstart Senior, 10.01.2016";"M20-21";"43:39.4";"3:47.5";"2016-01-10T10:30:09.4000000";"";""
"33";"86";"Asbjørn";"Madsstuen";"M";"NOR";"Asker SK";"NC Fellesstart Senior, 10.01.2016";"M20-21";"43:42.3";"3:50.4";"2016-01-10T10:28:42.3000000";"";""
"34";"77";"Even";"Nordbø";"M";"NOR";"Fyresdal Skiskyttarlag";"NC Fellesstart Senior, 10.01.2016";"M20-21";"43:44.3";"3:52.4";"2016-01-10T10:28:44.3000000";"";""
"35";"89";"Markus Zachariassen";"Rørvik";"M";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"NC Fellesstart Senior, 10.01.2016";"M20-21";"43:44.4";"3:52.5";"2016-01-10T10:28:44.4000000";"";""
"36";"84";"Henrik";"Aslesen";"M";"NOR";"Fet SK / Team Statkraft Oslofjord";"NC Fellesstart Senior, 10.01.2016";"M20-21";"44:04.0";"4:12.1";"2016-01-10T10:29:04.0000000";"";""
"37";"83";"Sverre Ryland";"Glomnes";"M";"NOR";"Fet SK / Team Statkraft Oslofjord";"NC Fellesstart Senior, 10.01.2016";"M20-21";"44:16.9";"4:25.0";"2016-01-10T10:29:16.9000000";"";""
"38";"93";"Espen";"Fystro";"M";"NOR";"Vingrom IL / Team Bardøla";"NC Fellesstart Senior, 10.01.2016";"M20-21";"44:18.5";"4:26.6";"2016-01-10T10:30:48.5000000";"";""
"39";"95";"Jakob";"Hanserud";"M";"NOR";"Asker SK";"NC Fellesstart Senior, 10.01.2016";"M20-21";"44:20.7";"4:28.8";"2016-01-10T10:30:50.7000000";"";""
"40";"82";"Hans";"RUUD";"M";"NOR";"Tingelstad Skiskytterklubb / Team Lygna skiskyting";"NC Fellesstart Senior, 10.01.2016";"M20-21";"44:24.3";"4:32.4";"2016-01-10T10:29:24.3000000";"";""
"41";"76";"Leif Malvin";"HJELMEVOLL";"M";"NOR";"Voss Skiskytterlag / Team Glalaks";"NC Fellesstart Senior, 10.01.2016";"M20-21";"44:25.5";"4:33.6";"2016-01-10T10:29:25.5000000";"";""
"42";"96";"Eirik Ishol";"Skogan";"M";"NOR";"Steinkjer SK / Steinkjer Videregående Skole";"NC Fellesstart Senior, 10.01.2016";"M20-21";"44:39.8";"4:47.9";"2016-01-10T10:31:09.8000000";"";""
"43";"117";"Magne";"Harborg";"M";"NOR";"Røros IL";"NC Fellesstart Senior, 10.01.2016";"M20-21";"44:55.5";"5:03.6";"2016-01-10T10:31:25.5000000";"";""
"44";"100";"Stian Granheim";"Skåland";"M";"NOR";"Moi IL / Sirdal Ski Skiskyting";"NC Fellesstart Senior, 10.01.2016";"M20-21";"45:06.8";"5:14.9";"2016-01-10T10:31:36.8000000";"";""
"45";"116";"Espen Segrov";"NES";"M";"NOR";"Fana IL / Team Glalaks";"NC Fellesstart Senior, 10.01.2016";"M20-21";"45:16.1";"5:24.2";"2016-01-10T10:31:46.1000000";"";""
"46";"108";"Georg Kristian";"Halsteinslid";"M";"NOR";"Markane IL";"NC Fellesstart Senior, 10.01.2016";"M20-21";"45:31.2";"5:39.3";"2016-01-10T10:32:01.2000000";"";""
"47";"111";"Øivind";"Klynderud";"M";"NOR";"Østre Toten Skilag / Meråker Videregående skole";"NC Fellesstart Senior, 10.01.2016";"M20-21";"45:42.5";"5:50.6";"2016-01-10T10:32:12.5000000";"";""
"48";"120";"Jens Bredde";"Vig";"M";"NOR";"Asker SK";"NC Fellesstart Senior, 10.01.2016";"M20-21";"45:43.8";"5:51.9";"2016-01-10T10:32:13.8000000";"";""
"49";"112";"Anders";"Østebø";"M";"NOR";"Sandnes Skiskytterlag / Sirdal Ski Skiskyting";"NC Fellesstart Senior, 10.01.2016";"M20-21";"48:14.2";"8:22.3";"2016-01-10T10:34:44.2000000";"";""
"50";"121";"Fredrik";"Almås";"M";"NOR";"Byåsen Skiskytterlag";"NC Fellesstart Senior, 10.01.2016";"M20-21";"49:48.4";"9:56.5";"2016-01-10T10:36:18.4000000";"";""
"51";"123";"Olav";"Skråmestø";"M";"NOR";"Ål Skiskyttarlag";"NC Fellesstart Senior, 10.01.2016";"M20-21";"51:29.5";"11:37.6";"2016-01-10T10:37:59.5000000";"";""
"1";"560";"Filip Fjeld";"Andersen";"M";"NOR";"Geilo IL / NTG Geilo";"NC Sprint, 10.01.2016";"M17";"22:51.0";"0:00.0";"2016-01-10T15:45:50.1000000";"";""
"2";"597";"Aksel Mathias";"Meland";"M";"NOR";"Markane IL";"NC Sprint, 10.01.2016";"M17";"23:40.7";"0:49.7";"2016-01-10T15:59:00.0000000";"";""
"3";"582";"Eirik Kjøl";"Tornes";"M";"NOR";"Molde og Omegn IF / NTG Lillehammer";"NC Sprint, 10.01.2016";"M17";"24:33.4";"1:42.4";"2016-01-10T15:54:52.5000000";"";""
"4";"618";"Sander";"Østensen";"M";"NOR";"Østre Toten Skilag";"NC Sprint, 10.01.2016";"M17";"24:50.2";"1:59.2";"2016-01-10T16:07:09.4000000";"";""
"5";"611";"Jo Brøste";"Nørstegård";"M";"NOR";"Dombås IL / NTG Lillehammer";"NC Sprint, 10.01.2016";"M17";"24:56.1";"2:05.1";"2016-01-10T16:04:55.5000000";"";""
"6";"615";"Odin";"Garli";"M";"NOR";"Sokna IL / NTG Lillehammer";"NC Sprint, 10.01.2016";"M17";"24:59.2";"2:08.2";"2016-01-10T16:06:18.4000000";"";""
"7";"620";"Lars Hammernes";"Leopold";"M";"NOR";"Asker SK / NTG Geilo";"NC Sprint, 10.01.2016";"M17";"25:01.5";"2:10.5";"2016-01-10T16:08:00.9000000";"";""
"8";"608";"Trym Algarheim";"Tverås";"M";"NOR";"Fossum IF / Wang Toppidrett";"NC Sprint, 10.01.2016";"M17";"25:09.7";"2:18.7";"2016-01-10T16:04:08.9000000";"";""
"9";"581";"Kristoffer";"Sørnes";"M";"NOR";"Lier IL / NTG Lillehammer";"NC Sprint, 10.01.2016";"M17";"25:11.6";"2:20.6";"2016-01-10T15:55:09.9000000";"";""
"10";"609";"Ole Christian";"JOHNSRUD";"M";"NOR";"Bjerke IL Ski / NTG Geilo";"NC Sprint, 10.01.2016";"M17";"25:15.8";"2:24.8";"2016-01-10T16:04:34.6000000";"";""
"11";"561";"Halvor Taalesen";"Tjøntveit";"M";"NOR";"Svene IL / NTG Geilo";"NC Sprint, 10.01.2016";"M17";"25:26.0";"2:35.0";"2016-01-10T15:48:44.2000000";"";""
"12";"612";"Rasmus Odland";"Kvamme";"M";"NOR";"Tromsø Skiskytterlag / NTG-T";"NC Sprint, 10.01.2016";"M17";"25:35.4";"2:44.4";"2016-01-10T16:05:54.8000000";"";""
"13";"554";"Sigurd";"TROEMBORG";"M";"NOR";"IL Bevern / Sirdal Ski Skiskyting";"NC Sprint, 10.01.2016";"M17";"25:40.6";"2:49.6";"2016-01-10T15:46:39.7000000";"";""
"14";"557";"Jonas Slettemark";"Juel";"M";"NOR";"Fossum IF / Wang Toppidrett";"NC Sprint, 10.01.2016";"M17";"25:54.8";"3:03.8";"2016-01-10T15:47:53.8000000";"";""
"15";"602";"Torjus";"Idland";"M";"NOR";"Figgjo IL / Sirdal Ski Skiskyting";"NC Sprint, 10.01.2016";"M17";"25:56.1";"3:05.1";"2016-01-10T16:02:55.4000000";"";""
"16";"584";"Henrik Glede";"Hauge";"M";"NOR";"Fossum IF";"NC Sprint, 10.01.2016";"M17";"25:57.5";"3:06.5";"2016-01-10T15:56:56.3000000";"";""
"17";"569";"Håkon";"Frøseth";"M";"NOR";"Sokna IL / Meråker Videregående skole";"NC Sprint, 10.01.2016";"M17";"25:58.7";"3:07.7";"2016-01-10T15:51:57.8000000";"";""
"18";"567";"Thor Arild";"Aas";"M";"NOR";"Birkenes IL";"NC Sprint, 10.01.2016";"M17";"26:05.5";"3:14.5";"2016-01-10T15:51:24.8000000";"";""
"19";"575";"Eirik Silsand";"Gerhardsen";"M";"NOR";"Tromsø Skiskytterlag / NTG-T";"NC Sprint, 10.01.2016";"M17";"26:11.1";"3:20.1";"2016-01-10T15:54:10.1000000";"";""
"20";"594";"Sindre Vassdal";"Johannesen";"M";"NOR";"Hernes IL / Sirdal Ski Skiskyting";"NC Sprint, 10.01.2016";"M17";"26:17.7";"3:26.7";"2016-01-10T16:00:36.8000000";"";""
"21";"616";"Fredrik Arne";"Grusd";"M";"NOR";"Fossum IF / Wang Toppidrett";"NC Sprint, 10.01.2016";"M17";"26:20.9";"3:29.9";"2016-01-10T16:07:59.7000000";"";""
"22";"566";"Sigurd Vangberg";"Vaadal";"M";"NOR";"Tromsø Skiskytterlag / NTG-T";"NC Sprint, 10.01.2016";"M17";"26:34.3";"3:43.3";"2016-01-10T15:51:33.5000000";"";""
"23";"601";"Daniel Olai";"Nyvoll";"M";"NOR";"Fossum IF / Wang Toppidrett";"NC Sprint, 10.01.2016";"M17";"26:39.4";"3:48.4";"2016-01-10T16:03:18.4000000";"";""
"24";"574";"Vegard";"Skrede";"M";"NOR";"Hardbagg IL / Stryn Videregående Skole";"NC Sprint, 10.01.2016";"M17";"26:42.8";"3:51.8";"2016-01-10T15:54:21.7000000";"";""
"25";"590";"Hampus";"BEXELIUS";"M";"SWE";"";"NC Sprint, 10.01.2016";"M17";"26:52.3";"4:01.3";"2016-01-10T15:59:51.7000000";"";""
"26";"577";"Torbjørn";"Oppigard";"M";"NOR";"Eikesdal Skiskyttarlag / Meråker Videregående skole";"NC Sprint, 10.01.2016";"M17";"26:52.6";"4:01.6";"2016-01-10T15:55:32.3000000";"";""
"27";"556";"Gard Reier";"Groven";"M";"NOR";"Simostranda IL / NTG Geilo";"NC Sprint, 10.01.2016";"M17";"26:52.7";"4:01.7";"2016-01-10T15:48:32.2000000";"";""
"28";"596";"Sindre";"Gjøsæter";"M";"NOR";"Kvam Langrenn- og Skiskyttarklubb / Team Glalaks";"NC Sprint, 10.01.2016";"M17";"26:53.8";"4:02.8";"2016-01-10T16:01:53.0000000";"";""
"29";"605";"Tobias";"Karlsen";"M";"NOR";"Skjervøy IK / Nordreisa vgs";"NC Sprint, 10.01.2016";"M17";"26:55.0";"4:04.0";"2016-01-10T16:04:54.5000000";"";""
"30";"579";"Sivert";"Bekken";"M";"NOR";"Kvikne IL";"NC Sprint, 10.01.2016";"M17";"26:56.3";"4:05.3";"2016-01-10T15:56:15.6000000";"";""
"31";"589";"Peder";"Owren";"M";"NOR";"Vingrom IL / NTG Lillehammer";"NC Sprint, 10.01.2016";"M17";"27:05.2";"4:14.2";"2016-01-10T15:59:44.4000000";"";""
"32";"551";"Even";"Mangset";"M";"NOR";"Mjøsski / Team Natrudstilen";"NC Sprint, 10.01.2016";"M17";"27:07.4";"4:16.4";"2016-01-10T15:47:06.4000000";"";""
"33";"580";"Magnus";"Mørk";"M";"NOR";"Ivrig IL / Team TeVe";"NC Sprint, 10.01.2016";"M17";"27:15.1";"4:24.1";"2016-01-10T15:56:54.2000000";"";""
"34";"549";"Sander Kulstad";"Haugen";"M";"NOR";"Østre Toten Skilag";"NC Sprint, 10.01.2016";"M17";"27:25.8";"4:34.8";"2016-01-10T15:46:45.1000000";"";""
